OrderID,OrderDate,Origin,Destination,Weight_kg,VehicleType,FreightCost_USD,DeliveryStatus,CustomerRating
ORD00323,2023-01-19,New York,Denver,331.8,Air,1076.22,Delivered,5.0
ORD00324,2023-06-19,Phoenix,Seattle,143.57,Train,278.3,Delivered,4.0
ORD00325,2023-06-06,Los Angeles,Miami,477.66,Truck,1648.75,Delayed,5.0
ORD00326,2023-06-28,Los Angeles,Miami,370.26,Air,804.87,Delivered,5.0
ORD00327,2023-12-23,Houston,Seattle,279.41,Train,520.89,Delayed,
ORD00328,2023-01-14,Phoenix,Miami,307.8,Truck,947.84,In Transit,1.0
ORD00329,2023-03-16,Los Angeles,Seattle,212.7,Truck,599.26,Delivered,5.0
ORD00330,2023-11-29,Phoenix,Denver,127.63,Air,318.61,Delivered,2.0
ORD00331,2023-09-02,Houston,Boston,181.21,Truck,473.09,Delivered,4.0
ORD00332,2023-12-07,New York,Miami,380.13,Van,1116.98,Delivered,2.0
ORD00333,2023-11-17,Chicago,Miami,12.12,Air,23.72,Delivered,5.0
ORD00334,2023-11-18,Los Angeles,Boston,62.46,Truck,218.15,Delivered,5.0
ORD00335,2023-11-14,Phoenix,Seattle,27.77,Air,95.8,Delivered,3.0
ORD00336,2023-08-26,Chicago,Atlanta,25.16,Truck,70.46,Cancelled,4.0
ORD00337,2023-09-25,Los Angeles,Seattle,428.45,Truck,813.66,In Transit,4.0
ORD00338,2023-05-09,New York,Miami,353.31,Train,1010.63,Delivered,4.0
ORD00339,2023-01-04,Chicago,Seattle,239.72,Van,394.19,Delivered,3.0
ORD00340,2023-11-24,Phoenix,Denver,53.43,Truck,83.42,Delivered,4.0
ORD00341,2023-11-29,Houston,Boston,248.35,Van,500.52,Delivered,5.0
ORD00342,2023-05-09,Los Angeles,Boston,239.37,Truck,580.53,Delivered,2.0
ORD00343,2023-09-06,Los Angeles,Miami,90.73,Truck,293.65,In Transit,2.0
ORD00344,2023-09-16,Chicago,Miami,219.76,Air,649.25,Delivered,4.0
ORD00345,2023-07-03,Chicago,Boston,202.26,Van,603.83,Delivered,5.0
ORD00346,2023-04-18,Los Angeles,Atlanta,309.85,Air,728.45,Delayed,5.0
ORD00347,2023-05-09,Los Angeles,Miami,319.37,Van,700.02,Delivered,5.0
ORD00348,2023-12-19,Chicago,Denver,27.43,Air,61.5,Delivered,4.0
ORD00349,2023-08-04,Houston,Atlanta,190.43,Van,661.8,Delayed,4.0
ORD00350,2023-12-22,Phoenix,Miami,314.8,Truck,497.45,In Transit,1.0
ORD00351,2023-12-13,Houston,Denver,254.05,Train,821.61,Delivered,5.0
ORD00352,2023-02-05,Phoenix,Seattle,428.96,Train,1139.9,Delayed,5.0
ORD00353,2023-06-02,Chicago,Denver,331.05,Train,786.98,Delivered,5.0
ORD00354,2023-10-13,Houston,Atlanta,85.65,Air,,Delivered,5.0
ORD00355,2023-05-16,New York,Miami,39.93,Train,98.76,In Transit,5.0
ORD00356,2023-09-03,New York,Seattle,323.0,Air,1048.73,In Transit,3.0
ORD00357,2023-11-18,Houston,Atlanta,18.12,Van,59.82,In Transit,5.0
ORD00358,2023-12-30,Houston,Seattle,294.96,Air,,Delivered,2.0
ORD00359,2023-09-15,Houston,Denver,470.41,Van,966.06,Delivered,4.0
ORD00360,2023-06-14,New York,Seattle,289.86,Van,778.19,Delivered,3.0
ORD00361,2023-07-05,Chicago,Atlanta,197.14,Air,655.44,Delayed,1.0
ORD00362,2023-01-17,Chicago,Miami,323.43,Truck,621.41,Delivered,4.0
ORD00363,2023-01-12,Chicago,Denver,231.84,Train,636.62,Delivered,4.0
ORD00364,2023-12-10,Chicago,Seattle,275.08,Truck,760.08,Delivered,4.0
ORD00365,2023-09-27,Los Angeles,Boston,471.03,Truck,1397.18,Delivered,4.0
ORD00366,2023-12-23,Chicago,Boston,196.12,Train,345.79,Delivered,1.0
ORD00367,2023-01-20,Houston,Boston,480.79,Air,1409.51,Delivered,3.0
ORD00368,2023-04-27,Phoenix,Atlanta,453.15,Truck,1503.58,Delivered,4.0
ORD00369,2023-04-04,New York,Denver,101.92,Air,189.51,Delivered,4.0
ORD00370,2023-10-10,Chicago,Seattle,39.33,Van,77.68,Delivered,5.0
ORD00371,2023-06-29,Phoenix,Seattle,54.89,Van,188.97,Delivered,5.0
ORD00372,2023-08-18,Chicago,Miami,14.02,Truck,26.1,Cancelled,5.0
ORD00373,2023-04-29,Houston,Denver,51.75,Train,166.05,In Transit,5.0
ORD00374,2023-03-20,New York,Miami,343.09,Truck,852.43,Delivered,4.0
ORD00375,2023-09-12,Houston,Seattle,40.24,Air,80.26,Delivered,5.0
ORD00376,2023-12-03,New York,Seattle,162.89,Truck,528.01,Delivered,4.0
ORD00377,2023-12-08,Houston,Miami,423.21,Truck,,Delivered,4.0
ORD00378,2023-06-24,New York,Denver,16.52,Air,41.79,Delivered,5.0
ORD00379,2023-10-20,Houston,Boston,408.16,Air,905.49,Delivered,4.0
ORD00380,2023-07-26,New York,Miami,144.52,Van,388.17,Delivered,5.0
ORD00381,2023-06-15,Chicago,Denver,63.49,Van,116.0,Delivered,5.0
ORD00382,2023-10-15,New York,Seattle,349.88,Van,798.48,Cancelled,5.0
ORD00383,2023-05-24,Phoenix,Seattle,316.33,Truck,1087.8,In Transit,5.0
ORD00384,2023-09-10,Chicago,Denver,439.35,Air,885.85,Delivered,4.0
ORD00385,2023-07-06,Houston,Boston,368.86,Train,1037.78,Delivered,4.0
ORD00386,2023-01-08,New York,Denver,402.72,Truck,866.0,Delivered,4.0
ORD00387,2023-11-18,Phoenix,Miami,144.61,Train,440.62,Delivered,4.0
ORD00388,2023-08-26,Los Angeles,Miami,92.83,Train,163.54,Delivered,5.0
ORD00389,2023-09-02,Houston,Seattle,376.55,Truck,1295.2,Delivered,5.0
ORD00390,2023-06-22,Chicago,Miami,404.38,Truck,973.58,Delivered,5.0
ORD00391,2023-05-02,Chicago,Miami,495.3,Truck,976.78,Delivered,4.0
ORD00392,2024-01-01,New York,Atlanta,209.25,Train,344.63,Delivered,3.0
ORD00393,2023-05-05,Phoenix,Miami,189.15,Truck,347.94,Delivered,4.0
ORD00394,2023-12-24,New York,Miami,389.32,Van,988.7,Delivered,3.0
ORD00395,2023-03-25,Los Angeles,Boston,173.7,Air,377.62,Delivered,5.0
ORD00396,2023-10-13,New York,Seattle,465.72,Van,1470.64,Delivered,4.0
ORD00397,2023-10-12,New York,Atlanta,429.91,Van,1015.35,Cancelled,3.0
ORD00398,2023-03-03,Los Angeles,Seattle,217.35,Van,434.14,In Transit,1.0
ORD00399,2023-02-04,Houston,Boston,376.68,Air,1029.95,Delivered,5.0
ORD00400,2023-05-15,Phoenix,Seattle,378.5,Van,1102.78,In Transit,5.0
ORD00401,2023-05-14,New York,Miami,56.05,Train,102.8,Cancelled,4.0
ORD00402,2023-09-11,Houston,Boston,451.76,Truck,829.09,In Transit,2.0
ORD00403,2023-06-07,New York,Seattle,255.1,Train,401.36,Delivered,4.0
ORD00404,2023-09-02,Phoenix,Seattle,414.1,Van,1231.04,Delayed,4.0
ORD00405,2023-04-28,Los Angeles,Denver,163.42,Air,462.09,Delivered,5.0
ORD00406,2023-11-17,Los Angeles,Seattle,448.28,Truck,1097.96,Delivered,5.0
ORD00407,2023-01-05,New York,Atlanta,197.65,Truck,630.18,Delivered,4.0
ORD00408,2023-01-04,Chicago,Boston,10.36,Truck,32.23,Delayed,4.0
ORD00409,2023-10-18,Phoenix,Atlanta,453.16,Train,1210.26,Delivered,5.0
ORD00410,2023-11-30,Houston,Denver,50.19,Van,162.44,In Transit,4.0
ORD00411,2023-09-14,New York,Denver,163.06,Van,311.72,Delivered,5.0
ORD00412,2023-10-28,New York,Denver,475.28,Van,819.31,Delivered,3.0
ORD00413,2023-10-06,New York,Miami,475.55,Truck,969.88,In Transit,4.0
ORD00414,2023-07-28,Los Angeles,Atlanta,288.85,Train,466.25,Delivered,1.0
ORD00415,2023-04-18,Houston,Atlanta,317.76,Van,814.21,Delivered,
ORD00416,2023-11-28,Los Angeles,Atlanta,226.98,Air,765.65,Delivered,5.0
ORD00417,2023-01-02,Houston,Miami,150.14,Air,237.02,Delivered,4.0
ORD00418,2023-09-22,New York,Miami,167.69,Van,292.49,In Transit,1.0
ORD00419,2023-01-16,Phoenix,Atlanta,337.9,Train,812.45,Delivered,1.0
ORD00420,2023-01-09,Chicago,Seattle,377.43,Truck,1271.09,Delivered,4.0
ORD00421,2023-11-13,Houston,Miami,396.83,Truck,846.17,In Transit,
ORD00422,2023-04-13,Los Angeles,Atlanta,395.86,Van,995.38,Delivered,1.0
ORD00423,2023-11-02,Los Angeles,Miami,50.15,Truck,79.39,In Transit,5.0
ORD00424,2023-03-10,Chicago,Seattle,249.74,Truck,448.7,Delivered,4.0
ORD00425,2023-05-19,Los Angeles,Seattle,33.49,Van,116.32,Delivered,4.0
ORD00426,2023-12-22,Phoenix,Miami,277.02,Van,950.24,Delivered,5.0
ORD00427,2023-06-28,Chicago,Miami,223.56,Truck,337.55,Delivered,3.0
ORD00428,2023-07-23,Phoenix,Denver,444.41,Van,1512.6,Delivered,5.0
ORD00429,2023-11-10,Los Angeles,Seattle,178.7,Air,496.47,Delivered,4.0
ORD00430,2023-11-29,Chicago,Boston,62.95,Train,203.7,In Transit,5.0
ORD00431,2023-04-22,Los Angeles,Miami,75.78,Truck,182.59,Delivered,5.0
ORD00432,2023-02-10,Chicago,Boston,381.95,Train,966.79,Delivered,5.0
ORD00433,2023-07-14,Los Angeles,Boston,311.02,Air,770.61,Delivered,5.0
ORD00434,2023-08-16,Houston,Seattle,55.06,Train,156.03,Delivered,4.0
ORD00435,2023-07-10,Los Angeles,Atlanta,46.63,Train,82.97,Delivered,5.0
ORD00436,2023-03-10,Los Angeles,Miami,351.98,Truck,549.07,Delivered,4.0
ORD00437,2023-07-04,Chicago,Boston,41.02,Train,86.79,In Transit,4.0
ORD00438,2023-08-12,Los Angeles,Miami,411.82,Truck,1198.13,In Transit,4.0
ORD00439,2023-08-20,Houston,Denver,354.59,Van,675.04,Delivered,4.0
ORD00440,2023-08-08,Chicago,Boston,45.27,Van,128.88,Delayed,3.0
ORD00441,2023-09-10,New York,Seattle,46.99,Van,161.64,Delayed,
ORD00442,2023-07-16,New York,Seattle,493.39,Truck,832.74,Delivered,4.0
ORD00443,2023-03-23,New York,Atlanta,190.26,Truck,541.33,Delivered,5.0
ORD00444,2023-09-29,Los Angeles,Miami,188.47,Train,449.97,Delivered,5.0
ORD00445,2023-12-11,Houston,Boston,407.34,Air,1318.27,Delivered,4.0
ORD00446,2023-05-02,Houston,Denver,473.89,Air,878.73,Delivered,
ORD00447,2023-08-09,Los Angeles,Boston,493.07,Truck,1422.63,Delivered,4.0
ORD00448,2023-06-03,New York,Denver,377.92,Train,1200.36,Delivered,3.0
ORD00449,2023-12-11,Phoenix,Boston,191.25,Train,648.19,In Transit,2.0
ORD00450,2023-10-24,Phoenix,Boston,46.33,Train,132.8,Delayed,4.0
ORD00451,2023-09-27,Los Angeles,Boston,389.69,Air,972.02,Delivered,4.0
ORD00452,2023-01-29,Houston,Seattle,281.41,Train,769.85,Delivered,5.0
ORD00453,2023-02-15,Houston,Denver,214.99,Truck,696.1,Delivered,4.0
ORD00454,2023-11-24,Phoenix,Boston,453.65,Train,1198.19,Delivered,4.0
ORD00455,2023-06-26,Phoenix,Miami,60.04,Truck,93.71,Delivered,4.0
ORD00456,2023-11-06,Los Angeles,Boston,248.85,Van,836.61,Delivered,3.0
ORD00457,2023-03-21,Houston,Atlanta,10.62,Train,30.58,Delayed,4.0
ORD00458,2023-04-21,Houston,Atlanta,236.99,Train,676.14,Delivered,5.0
ORD00459,2023-01-19,Houston,Atlanta,32.87,Air,63.48,Delivered,4.0
ORD00460,2023-09-22,Phoenix,Seattle,63.81,Truck,179.8,Cancelled,4.0
ORD00461,2023-07-25,New York,Miami,63.18,Train,144.54,Delivered,
ORD00462,2023-01-08,Los Angeles,Miami,326.36,Air,914.61,Delayed,5.0
ORD00463,2023-05-14,Los Angeles,Denver,374.29,Train,641.23,Delivered,5.0
ORD00464,2023-01-20,Los Angeles,Denver,293.77,Air,827.17,Delivered,4.0
ORD00465,2023-08-20,Chicago,Atlanta,481.28,Truck,1683.92,Delivered,5.0
ORD00466,2023-10-23,New York,Seattle,190.56,Truck,304.21,Delivered,4.0
ORD00467,2023-06-07,Los Angeles,Seattle,146.43,Van,505.82,In Transit,4.0
ORD00468,2023-05-17,Los Angeles,Denver,434.96,Train,1006.42,Delivered,1.0
ORD00469,2023-02-26,Phoenix,Seattle,115.68,Air,374.98,Delayed,4.0
ORD00470,2023-04-13,Phoenix,Boston,481.8,Van,1476.61,Delivered,4.0
ORD00471,2023-10-21,Houston,Boston,11.02,Train,29.03,Delivered,4.0
ORD00472,2023-10-13,Chicago,Atlanta,485.09,Train,1444.06,Delivered,
ORD00473,2023-10-28,Houston,Boston,26.36,Van,85.86,Delivered,5.0
ORD00474,2023-11-04,New York,Seattle,446.12,Air,1029.77,Delivered,5.0
ORD00475,2023-04-14,New York,Miami,266.21,Air,573.43,In Transit,4.0
ORD00476,2023-03-21,Los Angeles,Denver,496.52,Air,1407.73,Cancelled,5.0
ORD00477,2023-11-21,Houston,Denver,41.53,Air,129.39,Delivered,3.0
ORD00478,2023-02-27,New York,Denver,279.16,Van,844.34,In Transit,5.0
ORD00479,2023-02-12,New York,Boston,484.8,Van,1500.76,Delivered,3.0
ORD00480,2023-04-22,Phoenix,Miami,263.93,Truck,625.82,Delivered,5.0
ORD00481,2023-11-24,New York,Atlanta,316.55,Truck,992.6,Delivered,4.0
ORD00482,2023-07-18,Chicago,Boston,349.4,Train,608.1,Delivered,5.0
ORD00483,2023-10-21,Los Angeles,Seattle,230.0,Train,595.46,Delivered,5.0
ORD00484,2023-11-20,Houston,Atlanta,315.64,Van,477.1,Delivered,3.0
ORD00485,2023-02-16,Chicago,Seattle,294.24,Truck,632.37,In Transit,4.0
ORD00486,2023-12-08,Houston,Atlanta,451.07,Train,1007.2,In Transit,5.0
ORD00487,2023-05-12,New York,Miami,27.5,Truck,63.04,Delivered,4.0
ORD00488,2023-08-15,Phoenix,Atlanta,144.08,Air,416.53,In Transit,5.0
ORD00489,2023-01-30,New York,Seattle,475.45,Air,1082.65,Delivered,4.0
ORD00490,2023-12-17,New York,Miami,445.68,Train,1068.47,Delayed,4.0
ORD00491,2023-04-28,Phoenix,Seattle,230.55,Air,455.36,In Transit,4.0
ORD00492,2023-04-17,Houston,Atlanta,311.97,Van,700.84,Delivered,4.0
ORD00493,2023-07-14,Phoenix,Miami,142.3,Train,278.13,Delivered,5.0
ORD00494,2023-04-30,Chicago,Miami,98.12,Train,161.54,Delayed,4.0
ORD00495,2023-07-19,New York,Atlanta,234.53,Train,634.85,Delivered,4.0
ORD00496,2023-03-19,Phoenix,Seattle,179.91,Train,510.3,Delivered,4.0
ORD00497,2023-04-15,Los Angeles,Boston,293.91,Air,805.01,Delivered,4.0
ORD00498,2023-07-04,Los Angeles,Atlanta,43.48,Train,105.53,Delivered,5.0
ORD00499,2023-10-16,Phoenix,Atlanta,487.33,Air,1101.16,Delayed,5.0
ORD00500,2023-12-16,Los Angeles,Miami,493.17,Truck,1591.3,Delivered,4.0
ORD00501,2023-03-15,Houston,Atlanta,350.59,Train,889.85,Delivered,5.0
ORD00502,2023-03-20,Chicago,Atlanta,270.37,Van,664.67,Delivered,5.0
ORD00503,2023-06-03,Houston,Denver,158.22,Truck,245.44,Delayed,4.0
ORD00504,2023-07-13,Houston,Atlanta,407.83,Van,890.09,In Transit,5.0
ORD00505,2023-03-29,New York,Boston,343.94,Air,777.44,Delivered,4.0
ORD00506,2023-11-09,New York,Denver,85.5,Train,196.45,Delivered,3.0
ORD00507,2023-11-30,Phoenix,Atlanta,455.91,Air,1212.88,Delivered,5.0
ORD00508,2023-04-02,Chicago,Boston,412.16,Train,,Delivered,4.0
ORD00509,2023-10-17,New York,Seattle,475.15,Truck,1290.42,Delivered,5.0
ORD00510,2023-06-12,Phoenix,Denver,364.23,Truck,1103.53,Delivered,5.0
ORD00511,2023-10-14,Houston,Seattle,308.64,Air,964.8,Delivered,2.0
ORD00512,2023-08-27,Phoenix,Seattle,212.03,Air,622.57,Delivered,5.0
ORD00513,2023-05-20,Phoenix,Seattle,466.7,Air,1591.94,In Transit,4.0
ORD00514,2023-01-25,New York,Atlanta,433.7,Van,666.36,Delivered,4.0
ORD00515,2023-06-15,Phoenix,Denver,27.38,Truck,51.79,Delivered,5.0
ORD00516,2023-07-15,Phoenix,Boston,18.05,Truck,27.35,Delivered,5.0
ORD00517,2023-07-18,Houston,Boston,191.35,Train,534.81,Delivered,1.0
ORD00518,2023-04-08,Los Angeles,Seattle,406.22,Truck,1338.93,Delivered,4.0
ORD00519,2023-04-01,Los Angeles,Boston,493.7,Van,980.96,In Transit,5.0
ORD00520,2023-07-26,Houston,Denver,79.46,Air,266.51,Cancelled,
ORD00521,2023-01-22,Los Angeles,Boston,299.09,Train,484.69,Delivered,
ORD00522,2023-12-25,Los Angeles,Boston,193.54,Van,652.01,Delivered,
ORD00523,2023-04-06,Houston,Boston,485.11,Van,1068.82,Delivered,4.0
ORD00524,2023-01-26,Phoenix,Denver,421.85,Air,718.34,In Transit,4.0
ORD00525,2023-04-09,Los Angeles,Denver,419.97,Air,1038.06,Delivered,5.0
ORD00526,2023-05-27,Chicago,Boston,237.0,Train,477.21,Delivered,4.0
ORD00527,2023-09-27,Los Angeles,Denver,210.34,Air,435.35,Delivered,
ORD00528,2023-06-14,Houston,Seattle,140.34,Train,296.76,Delivered,5.0
ORD00529,2023-06-21,Phoenix,Atlanta,32.91,Van,102.22,Delivered,1.0
ORD00530,2023-06-10,Houston,Miami,433.04,Air,1116.52,In Transit,5.0
ORD00531,2023-05-04,New York,Miami,407.39,Van,864.73,Delivered,5.0
ORD00532,2023-11-09,Phoenix,Seattle,499.86,Truck,1359.95,Delivered,5.0
ORD00533,2023-11-15,Houston,Seattle,498.34,Van,1461.28,Delivered,4.0
ORD00534,2023-04-15,Phoenix,Miami,279.94,Train,572.55,Cancelled,1.0
ORD00535,2023-05-11,Phoenix,Denver,385.65,Truck,897.45,Delivered,5.0
ORD00536,2023-06-06,Phoenix,Seattle,472.66,Air,824.21,Delayed,5.0
ORD00537,2023-06-06,Los Angeles,Seattle,425.58,Air,792.56,Delivered,5.0
ORD00538,2023-07-26,Phoenix,Miami,127.44,Air,364.76,In Transit,3.0
ORD00539,2023-05-03,Chicago,Denver,228.02,Air,424.77,Delivered,
ORD00540,2023-05-23,Phoenix,Miami,68.93,Truck,175.79,Cancelled,5.0
ORD00541,2023-02-27,New York,Denver,477.26,Truck,1392.69,Delayed,5.0
ORD00542,2023-10-03,New York,Miami,305.06,Truck,522.8,In Transit,5.0
ORD00543,2023-12-07,Chicago,Atlanta,118.18,Air,311.36,Delivered,5.0
ORD00544,2023-10-14,Houston,Miami,337.49,Truck,679.41,Delivered,5.0
ORD00545,2023-02-17,Los Angeles,Miami,310.97,Train,1065.34,In Transit,2.0
ORD00546,2023-01-31,New York,Boston,182.29,Truck,449.73,Delivered,4.0
ORD00547,2023-01-01,Houston,Seattle,61.21,Train,190.48,In Transit,2.0
ORD00548,2023-05-02,New York,Denver,337.43,Truck,877.47,Delivered,4.0
ORD00549,2023-11-13,Houston,Seattle,262.55,Truck,416.62,Delivered,4.0
ORD00550,2023-12-25,Chicago,Atlanta,387.3,Air,1071.39,Delivered,2.0
ORD00551,2023-09-12,Houston,Atlanta,262.48,Van,893.17,Delivered,4.0
ORD00552,2023-02-03,Phoenix,Atlanta,426.83,Air,1153.82,Delivered,3.0
ORD00553,2023-05-13,Phoenix,Boston,278.19,Air,873.07,Delivered,5.0
ORD00554,2023-09-23,New York,Denver,282.66,Train,923.85,Delivered,5.0
ORD00555,2023-01-01,New York,Miami,438.94,Air,858.64,Delivered,2.0
ORD00556,2023-03-22,Phoenix,Boston,204.72,Air,393.9,Delivered,5.0
ORD00557,2023-01-03,Los Angeles,Denver,71.34,Truck,194.18,Delivered,4.0
ORD00558,2023-11-20,New York,Boston,19.25,Van,44.7,Delivered,4.0
ORD00559,2023-03-16,New York,Boston,378.79,Van,1204.45,In Transit,2.0
ORD00560,2023-09-25,Phoenix,Boston,312.05,Air,,Delivered,4.0
ORD00561,2023-01-12,Los Angeles,Boston,353.52,Air,780.16,Delivered,5.0
ORD00562,2023-09-02,Chicago,Miami,110.42,Truck,217.94,Cancelled,5.0
ORD00563,2023-11-13,Houston,Atlanta,72.5,Air,221.93,Delivered,2.0
ORD00564,2023-09-07,Los Angeles,Boston,12.2,Train,25.01,Delivered,2.0
ORD00565,2023-03-10,Houston,Boston,178.54,Van,561.55,Delivered,4.0
ORD00566,2023-04-01,Houston,Boston,297.01,Train,697.22,Delivered,4.0
ORD00567,2023-02-10,Chicago,Denver,199.16,Train,564.64,Delivered,4.0
ORD00568,2023-07-18,Los Angeles,Boston,221.55,Truck,374.66,Delivered,4.0
ORD00569,2023-12-01,Los Angeles,Boston,452.56,Train,1243.51,Cancelled,5.0
ORD00570,2023-05-14,Houston,Seattle,177.39,Truck,426.36,Delayed,5.0
ORD00571,2023-04-05,Chicago,Denver,259.42,Truck,693.49,In Transit,4.0
ORD00572,2023-07-26,Chicago,Miami,392.91,Air,721.39,Delivered,5.0
ORD00573,2023-08-10,New York,Seattle,201.29,Van,598.59,Delivered,4.0
ORD00574,2023-04-26,Chicago,Boston,312.93,Train,1009.39,Delivered,4.0
ORD00575,2023-05-20,Los Angeles,Denver,431.87,Air,835.01,Delivered,4.0
ORD00576,2023-04-22,Houston,Miami,475.01,Van,803.45,Delayed,5.0
ORD00577,2023-03-03,New York,Denver,77.8,Air,120.38,Cancelled,5.0
ORD00578,2023-11-26,New York,Boston,463.66,Air,1290.8,Delivered,5.0
ORD00579,2023-01-03,Chicago,Seattle,248.6,Van,674.75,Delivered,4.0
ORD00580,2023-04-05,Chicago,Miami,132.83,Truck,344.48,Delivered,5.0
ORD00581,2023-09-23,Chicago,Boston,232.27,Train,456.15,Delivered,3.0
ORD00582,2024-01-01,New York,Seattle,490.12,Air,1118.36,In Transit,5.0
ORD00583,2023-01-27,Chicago,Miami,248.85,Train,669.15,Cancelled,4.0
ORD00584,2023-10-13,New York,Seattle,167.73,Van,418.24,Delivered,4.0
ORD00585,2023-10-14,New York,Atlanta,318.53,Truck,1107.07,In Transit,4.0
ORD00586,2023-09-06,New York,Atlanta,123.87,Van,219.61,In Transit,5.0
ORD00587,2023-11-30,Phoenix,Seattle,42.55,Train,122.98,Delivered,2.0
ORD00588,2023-02-05,Houston,Denver,68.8,Train,158.83,Delivered,5.0
ORD00589,2023-01-24,Los Angeles,Denver,68.38,Van,161.13,Delayed,4.0
ORD00590,2023-01-18,Chicago,Seattle,80.19,Truck,235.37,In Transit,5.0
ORD00591,2023-08-26,Los Angeles,Denver,73.72,Van,212.67,Delayed,5.0
ORD00592,2023-03-26,Houston,Atlanta,322.23,Train,1122.17,Delivered,5.0
ORD00593,2023-11-10,Phoenix,Atlanta,95.03,Air,166.95,Delayed,4.0
ORD00594,2023-03-31,New York,Denver,176.11,Train,300.83,Delivered,4.0
ORD00595,2023-08-06,New York,Seattle,448.91,Van,1323.69,Delivered,3.0
ORD00596,2023-01-19,Houston,Denver,239.61,Truck,636.59,Delivered,5.0
ORD00597,2023-11-24,Houston,Atlanta,335.44,Train,687.09,In Transit,4.0
ORD00598,2023-07-09,New York,Miami,90.3,Van,149.79,In Transit,4.0
ORD00599,2023-05-11,Los Angeles,Boston,100.18,Train,167.43,Delivered,4.0
ORD00600,2023-07-16,Los Angeles,Denver,25.23,Air,82.97,Delivered,3.0
ORD00601,2023-08-14,Los Angeles,Seattle,88.62,Air,166.94,Delivered,5.0
ORD00602,2023-11-15,Houston,Atlanta,142.9,Truck,306.77,Delivered,
ORD00603,2023-04-02,Chicago,Denver,92.62,Air,180.92,Delivered,5.0
ORD00604,2023-11-30,New York,Seattle,48.91,Truck,108.09,Delivered,4.0
ORD00605,2023-11-01,Phoenix,Boston,64.71,Truck,106.05,Delivered,1.0
ORD00606,2023-03-26,Houston,Boston,233.09,Air,591.61,Delivered,4.0
ORD00607,2023-12-27,Chicago,Seattle,107.14,Truck,175.2,Delivered,1.0
ORD00608,2023-03-09,Phoenix,Boston,185.31,Air,574.59,Delivered,4.0
ORD00609,2023-03-04,Phoenix,Denver,254.19,Train,500.1,Delayed,5.0
ORD00610,2023-07-29,Houston,Seattle,346.75,Van,894.62,Delivered,2.0
ORD00611,2023-08-18,Los Angeles,Boston,24.46,Van,79.74,Delivered,5.0
ORD00612,2023-08-05,New York,Miami,400.71,Air,1122.69,Cancelled,1.0
ORD00613,2023-09-05,Phoenix,Boston,315.81,Truck,810.34,Delivered,4.0
ORD00614,2023-01-28,Los Angeles,Atlanta,45.47,Truck,97.7,Delivered,5.0
ORD00615,2023-01-02,Houston,Miami,437.42,Train,947.45,Delivered,4.0
ORD00616,2023-01-22,Los Angeles,Seattle,460.83,Train,1308.28,Delayed,3.0
ORD00617,2023-12-28,Phoenix,Boston,35.23,Air,122.89,Delivered,4.0
ORD00618,2023-12-01,Phoenix,Seattle,142.05,Van,401.1,Delivered,4.0
ORD00619,2023-10-12,Houston,Miami,404.07,Air,,Delivered,5.0
ORD00620,2023-01-26,Phoenix,Denver,375.39,Van,1111.64,Delayed,4.0
ORD00621,2023-05-31,Chicago,Seattle,96.34,Train,234.15,Delivered,5.0
ORD00622,2023-05-23,New York,Seattle,108.63,Truck,176.01,Delayed,5.0
ORD00623,2023-07-16,Los Angeles,Miami,188.38,Truck,494.42,Delivered,4.0
ORD00624,2023-04-20,New York,Miami,244.84,Truck,836.19,Delivered,5.0
ORD00625,2023-04-13,New York,Boston,311.04,Air,575.61,Delivered,4.0
ORD00626,2023-01-30,New York,Seattle,187.61,Truck,540.32,Delayed,5.0
ORD00627,2023-02-21,Chicago,Denver,233.95,Train,444.94,Delivered,2.0
ORD00628,2023-02-06,Los Angeles,Boston,375.0,Truck,964.37,Delivered,5.0
ORD00629,2023-08-18,Los Angeles,Atlanta,23.16,Van,39.22,In Transit,4.0
ORD00630,2023-12-04,Los Angeles,Seattle,129.96,Train,312.0,Delayed,4.0
ORD00631,2023-02-24,Los Angeles,Boston,358.11,Truck,1078.74,In Transit,5.0
ORD00632,2023-05-27,Phoenix,Denver,448.13,Truck,983.71,Delivered,5.0
ORD00633,2023-10-26,Phoenix,Miami,258.28,Van,730.89,Delivered,1.0
ORD00634,2023-07-15,Phoenix,Boston,268.4,Train,829.6,In Transit,3.0
ORD00635,2023-07-29,Houston,Atlanta,58.05,Van,194.72,Delivered,5.0
ORD00636,2023-06-15,Chicago,Atlanta,226.47,Air,445.98,Delivered,5.0
ORD00637,2023-08-27,Los Angeles,Boston,268.65,Van,617.53,In Transit,5.0
ORD00638,2023-03-17,Houston,Boston,125.02,Air,225.64,Delivered,5.0
ORD00639,2023-05-25,Phoenix,Miami,138.28,Truck,481.9,In Transit,5.0
ORD00640,2023-03-06,Houston,Atlanta,191.76,Train,643.16,Delivered,5.0
ORD00641,2023-09-03,Houston,Miami,14.94,Train,38.54,Delivered,4.0
ORD00642,2023-11-17,Los Angeles,Miami,164.43,Van,523.56,Cancelled,3.0
ORD00643,2023-07-13,Chicago,Denver,109.67,Train,278.77,Delivered,5.0
ORD00644,2023-05-13,New York,Miami,167.11,Train,459.08,Delivered,5.0
ORD00645,2023-11-28,Houston,Denver,64.28,Air,107.88,In Transit,1.0
ORD00646,2023-03-09,Houston,Boston,445.81,Air,1342.13,Delivered,4.0
ORD00647,2023-09-25,Los Angeles,Boston,298.83,Train,524.57,Delayed,5.0
